id,name,county,state,country,latitude,longitude,watershed,stream,form,wwd_url
OR-18875,Third Creek Falls,Lane County,Oregon,United States,43.80998,-122.39828,,Third Creek,,https://www.worldwaterfalldatabase.com/waterfall/Third-Creek-Falls-18875
OR-18876,Unnamed Waterfall,Linn County,Oregon,United States,44.34227,-122.20802,,Latiwi Creek,,https://www.worldwaterfalldatabase.com/waterfall/18876
OR-18877,Unnamed Waterfall,Hood River County,Oregon,United States,45.43857,-121.69528,,,,https://www.worldwaterfalldatabase.com/waterfall/18877
OR-18878,Noisy Creek Falls,Lane County,Oregon,United States,43.62919,-122.21763,,Noisy Creek,,https://www.worldwaterfalldatabase.com/waterfall/Noisy-Creek-Falls-18878
OR-18879,Lower Noisy Creek Falls,Lane County,Oregon,United States,43.63437,-122.21629,,Noisy Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Noisy-Creek-Falls-18879
OR-18880,Unnamed Waterfall,Lane County,Oregon,United States,43.47884,-122.25087,,,,https://www.worldwaterfalldatabase.com/waterfall/18880
OR-18881,Potts Creek Falls,Linn County,Oregon,United States,44.26056,-122.46807,,Potts Creek,,https://www.worldwaterfalldatabase.com/waterfall/Potts-Creek-Falls-18881
OR-18882,Unnamed Waterfall,Linn County,Oregon,United States,44.23099,-122.47473,,,,https://www.worldwaterfalldatabase.com/waterfall/18882
OR-18883,Unnamed Waterfall,Lane County,Oregon,United States,44.12112,-122.05976,,Pasture Creek,,https://www.worldwaterfalldatabase.com/waterfall/18883
OR-18884,Unnamed Waterfall,Marion County,Oregon,United States,44.80861,-122.4829,,Canyon Creek,,https://www.worldwaterfalldatabase.com/waterfall/18884
OR-18885,Unnamed Waterfall,Marion County,Oregon,United States,44.81985,-122.48613,,,,https://www.worldwaterfalldatabase.com/waterfall/18885
OR-18886,Unnamed Waterfall,Marion County,Oregon,United States,44.81868,-122.48771,,Canyon Creek,,https://www.worldwaterfalldatabase.com/waterfall/18886
OR-18887,Lady Creek Falls,Clackamas County,Oregon,United States,45.32874,-121.80937,,Lady Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lady-Creek-Falls-18887
OR-18888,Crowfoot Falls,Jackson County,Oregon,United States,42.64957,-122.6911,,,,https://www.worldwaterfalldatabase.com/waterfall/Crowfoot-Falls-18888
OR-18889,Mimie Falls,Hood River County,Oregon,United States,45.3393,-121.6987,,,,https://www.worldwaterfalldatabase.com/waterfall/Mimie-Falls-18889
OR-18891,Unnamed Waterfall,Douglas County,Oregon,United States,43.0852,-122.24145,,,,https://www.worldwaterfalldatabase.com/waterfall/18891
OR-18892,Elkhorn Mountain Falls,Marion County,Oregon,United States,44.83148,-122.3139,,,,https://www.worldwaterfalldatabase.com/waterfall/Elkhorn-Mountain-Falls-18892
OR-18893,Unnamed Waterfall,Clackamas County,Oregon,United States,45.33451,-121.84574,,,,https://www.worldwaterfalldatabase.com/waterfall/18893
OR-18894,Short Creek Falls,Clackamas County,Oregon,United States,45.36951,-121.85786,,Short Creek,,https://www.worldwaterfalldatabase.com/waterfall/Short-Creek-Falls-18894
OR-18895,Unnamed Waterfall,Hood River County,Oregon,United States,45.43291,-121.69477,,,,https://www.worldwaterfalldatabase.com/waterfall/18895
OR-18896,Clear Branch Falls,Hood River County,Oregon,United States,45.44639,-121.7064,,,,https://www.worldwaterfalldatabase.com/waterfall/Clear-Branch-Falls-18896
OR-18897,Ogin Falls,Hood River County,Oregon,United States,45.41125,-121.67492,,,,https://www.worldwaterfalldatabase.com/waterfall/Ogin-Falls-18897
OR-18898,Lower Polallie Creek Falls,Hood River County,Oregon,United States,45.40343,-121.61898,,Polallie Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Polallie-Creek-Falls-18898
OR-18899,Lower South Fork Polallie Creek Falls,Hood River County,Oregon,United States,45.4002,-121.61524,,South Fork Polallie Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-South-Fork-Polallie-Creek-Falls-18899
OR-18900,Middle South Fork Polallie Creek Falls,Hood River County,Oregon,United States,45.39834,-121.61752,,South Fork Polallie Creek,,https://www.worldwaterfalldatabase.com/waterfall/Middle-South-Fork-Polallie-Creek-Falls-18900
OR-18901,Middle Mimie Falls,Hood River County,Oregon,United States,45.33652,-121.69877,,,,https://www.worldwaterfalldatabase.com/waterfall/Middle-Mimie-Falls-18901
OR-18902,Lower Mimie Falls,Hood River County,Oregon,United States,45.3306,-121.70077,,,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Mimie-Falls-18902
OR-18903,Still Creek Falls,Clackamas County,Oregon,United States,45.3091,-121.73028,,Still Creek,,https://www.worldwaterfalldatabase.com/waterfall/Still-Creek-Falls-18903
OR-18904,Upper Maple Falls,Washington County,Oregon,United States,45.49492,-123.39627,,Maple Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Maple-Falls-18904
OR-18905,Unnamed Waterfall,Washington County,Oregon,United States,45.65817,-123.36517,,,,https://www.worldwaterfalldatabase.com/waterfall/18905
OR-18906,Unnamed Waterfall,Hood River County,Oregon,United States,45.66525,-121.81749,,,,https://www.worldwaterfalldatabase.com/waterfall/18906
OR-18907,Upper Slide Creek Falls,Hood River County,Oregon,United States,45.64913,-121.79413,,Slide Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Slide-Creek-Falls-18907
OR-18908,Hazel Creek Falls,Hood River County,Oregon,United States,45.65323,-121.79985,,Hazel Creek,,https://www.worldwaterfalldatabase.com/waterfall/Hazel-Creek-Falls-18908
OR-18909,Unnamed Waterfall,Tillamook County,Oregon,United States,45.51076,-123.56411,,Fox Creek,,https://www.worldwaterfalldatabase.com/waterfall/18909
OR-18910,Unnamed Waterfall,Tillamook County,Oregon,United States,45.50621,-123.56835,,Fox Creek,,https://www.worldwaterfalldatabase.com/waterfall/18910
OR-18911,Unnamed Waterfall,Tillamook County,Oregon,United States,45.51545,-123.70401,,,,https://www.worldwaterfalldatabase.com/waterfall/18911
OR-18912,Unnamed Waterfall,Tillamook County,Oregon,United States,45.58872,-123.69539,,,,https://www.worldwaterfalldatabase.com/waterfall/18912
OR-18913,Unnamed Waterfall,Tillamook County,Oregon,United States,45.60245,-123.66551,,,,https://www.worldwaterfalldatabase.com/waterfall/18913
OR-18914,Unnamed Waterfall,Tillamook County,Oregon,United States,45.62664,-123.66773,,,,https://www.worldwaterfalldatabase.com/waterfall/18914
OR-18915,Triangulation Falls,Tillamook County,Oregon,United States,45.62733,-123.66446,,Triangulation Creek,,https://www.worldwaterfalldatabase.com/waterfall/Triangulation-Falls-18915
OR-18916,Middle Triangulation Falls,Tillamook County,Oregon,United States,45.62855,-123.66259,,Triangulation Creek,,https://www.worldwaterfalldatabase.com/waterfall/Middle-Triangulation-Falls-18916
OR-18917,Upper Triangulation Falls,Tillamook County,Oregon,United States,45.63026,-123.65786,,Triangulation Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Triangulation-Falls-18917
OR-18918,Unnamed Waterfall,Tillamook County,Oregon,United States,45.61975,-123.64473,,,,https://www.worldwaterfalldatabase.com/waterfall/18918
OR-18919,Unnamed Waterfall,Tillamook County,Oregon,United States,45.63524,-123.68677,,,,https://www.worldwaterfalldatabase.com/waterfall/18919
OR-18920,Unnamed Waterfall,Tillamook County,Oregon,United States,45.63539,-123.6808,,French Creek,,https://www.worldwaterfalldatabase.com/waterfall/18920
OR-18921,Unnamed Waterfall,Tillamook County,Oregon,United States,45.66604,-123.59098,,,,https://www.worldwaterfalldatabase.com/waterfall/18921
OR-18922,Unnamed Waterfall,Tillamook County,Oregon,United States,45.6655,-123.58624,,,,https://www.worldwaterfalldatabase.com/waterfall/18922
OR-18923,Moore Creek Falls,Clackamas County,Oregon,United States,45.19526,-122.16855,,Moore Creek,,https://www.worldwaterfalldatabase.com/waterfall/Moore-Creek-Falls-18923
OR-18924,Unnamed Waterfall,Linn County,Oregon,United States,44.39539,-122.38055,,Falls Creek,,https://www.worldwaterfalldatabase.com/waterfall/18924
OR-18925,Tomco Falls,Linn County,Oregon,United States,44.40054,-122.4399,,South Santiam River,,https://www.worldwaterfalldatabase.com/waterfall/Tomco-Falls-18925
OR-18926,Alder Springs Falls,Jefferson County,Oregon,United States,44.44106,-121.34672,,,,https://www.worldwaterfalldatabase.com/waterfall/Alder-Springs-Falls-18926
OR-19092,Celestial Falls,Wasco County,Oregon,United States,45.24254,-121.09655,Deschutes River,White River,Tiered Plunges,https://www.worldwaterfalldatabase.com/waterfall/Celestial-Falls-19092
OR-19100,Tumala Falls,Clackamas County,Oregon,United States,45.21333,-122.0275,Clackamas River,Tumala Creek,,https://www.worldwaterfalldatabase.com/waterfall/Tumala-Falls-19100
OR-22561,Bear Creek Falls,Klamath County,Oregon,United States,42.95358,-122.02113,,,,https://www.worldwaterfalldatabase.com/waterfall/Bear-Creek-Falls-22561
OR-22053,Smith Creek Falls,Multhomah County,Oregon,United States,45.51359,-122.3346,,Smith Creek,,https://www.worldwaterfalldatabase.com/waterfall/Smith-Creek-Falls-22053
OR-22052,Box Canyon Falls,Linn County,Oregon,United States,44.65954,-122.20401,,,,https://www.worldwaterfalldatabase.com/waterfall/Box-Canyon-Falls-22052
OR-22051,Howard Falls,Wallowa County,Oregon,United States,45.26449,-117.21031,,East Fork Wallowa River,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Howard-Falls-22051
OR-22050,Aneroid Falls,Wallowa County,Oregon,United States,45.21011,-117.19852,,East Fork Wallowa River,,https://www.worldwaterfalldatabase.com/waterfall/Aneroid-Falls-22050
OR-22049,Sandstone Falls,Coos County,Oregon,United States,43.08618,-123.74787,,,Plunge,https://www.worldwaterfalldatabase.com/waterfall/Sandstone-Falls-22049
OR-22048,Huckleberry Creek Falls,Douglas County,Oregon,United States,43.48945,-122.87096,,Huckleberry Creek,,https://www.worldwaterfalldatabase.com/waterfall/Huckleberry-Creek-Falls-22048
OR-22047,Unnamed Waterfall,Douglas County,Oregon,United States,43.25767,-122.8575,,Emile Creek,,https://www.worldwaterfalldatabase.com/waterfall/22047
OR-22046,Upper Duwee Falls,Klamath County,Oregon,United States,42.86956,-122.14268,,Munson Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Duwee-Falls-22046
OR-22045,Middle Duwee Falls,Klamath County,Oregon,United States,42.86897,-122.14348,,Munson Creek,,https://www.worldwaterfalldatabase.com/waterfall/Middle-Duwee-Falls-22045
OR-22044,Unnamed Waterfall,Coos County,Oregon,United States,42.93041,-123.9017,,,,https://www.worldwaterfalldatabase.com/waterfall/22044
OR-22042,Unnamed Waterfall,Lane County,Oregon,United States,44.246,-122.29956,,,,https://www.worldwaterfalldatabase.com/waterfall/22042
OR-22043,Alder Creek Falls,Benton County,Oregon,United States,44.47435,-123.52856,,Alder Creek,,https://www.worldwaterfalldatabase.com/waterfall/Alder-Creek-Falls-22043
OR-22041,Lower Wind Creek Falls,Clackamas County,Oregon,United States,45.29693,-121.85513,,Wind Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Wind-Creek-Falls-22041
OR-22040,Unnamed Waterfall,Clackamas County,Oregon,United States,44.88378,-122.13788,,Hot Springs Fork Collowash River,,https://www.worldwaterfalldatabase.com/waterfall/22040
OR-22039,Chickenfoot Falls,Umatilla County,Oregon,United States,45.34077,-118.72584,,,,https://www.worldwaterfalldatabase.com/waterfall/Chickenfoot-Falls-22039
OR-22038,Meadow Brook Falls,Grant County,Oregon,United States,44.96344,-118.95863,,East Fork Meadow Brook,,https://www.worldwaterfalldatabase.com/waterfall/Meadow-Brook-Falls-22038
OR-22037,Unnamed Waterfall,Harney County,Oregon,United States,42.68676,-118.61094,,,,https://www.worldwaterfalldatabase.com/waterfall/22037
OR-22036,Unnamed Waterfall,Lane County,Oregon,United States,43.79615,-122.06206,,North Fork Middle Fork Willamette River,,https://www.worldwaterfalldatabase.com/waterfall/22036
OR-22035,Unnamed Waterfall,Harney County,Oregon,United States,42.67054,-118.55265,,,,https://www.worldwaterfalldatabase.com/waterfall/22035
OR-22034,Cottonwood Canyon Falls,Harney County,Oregon,United States,42.65788,-118.55338,,,,https://www.worldwaterfalldatabase.com/waterfall/Cottonwood-Canyon-Falls-22034
OR-22033,Upper Cottonwood Creek Falls,Harney County,Oregon,United States,42.65636,-118.53029,,Cottonwood Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Cottonwood-Creek-Falls-22033
OR-22032,Unnamed Waterfall,Harney County,Oregon,United States,42.6524,-118.52639,,,,https://www.worldwaterfalldatabase.com/waterfall/22032
OR-22031,Cottonwood Creek Falls,Harney County,Oregon,United States,42.65196,-118.52235,,Cottonwood Creek,,https://www.worldwaterfalldatabase.com/waterfall/Cottonwood-Creek-Falls-22031
OR-22030,Unnamed Waterfall,Harney County,Oregon,United States,42.63725,-118.55801,,,,https://www.worldwaterfalldatabase.com/waterfall/22030
OR-22028,Big Alvord Creek Falls,Harney County,Oregon,United States,42.63813,-118.53486,,Big Alvord Creek,,https://www.worldwaterfalldatabase.com/waterfall/Big-Alvord-Creek-Falls-22028
OR-22029,Upper Big Alvord Creek Falls,Harney County,Oregon,United States,42.6459,-118.56066,,Big Alvord Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Big-Alvord-Creek-Falls-22029
OR-22023,Matlock Creek Falls,Umatilla County,Oregon,United States,45.0388,-119.15638,,Matlock Creek,,https://www.worldwaterfalldatabase.com/waterfall/Matlock-Creek-Falls-22023
OR-22024,Little Potamus Falls,Morrow County,Oregon,United States,45.03894,-119.2592,,Little Potamus Creek,Plunge,https://www.worldwaterfalldatabase.com/waterfall/Little-Potamus-Falls-22024
OR-22025,Wildhorse Falls,Harney County,Oregon,United States,42.61428,-118.58501,,,,https://www.worldwaterfalldatabase.com/waterfall/Wildhorse-Falls-22025
OR-22026,Upper Wildhorse Falls,Harney County,Oregon,United States,42.62044,-118.58428,,,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Wildhorse-Falls-22026
OR-22027,Big Indian Creek Falls,Harney County,Oregon,United States,42.65597,-118.60479,,Big Indian Creek,,https://www.worldwaterfalldatabase.com/waterfall/Big-Indian-Creek-Falls-22027
OR-22022,West Birch Creek Falls,Umatilla County,Oregon,United States,45.29663,-118.82272,,West Birch Creek,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/West-Birch-Creek-Falls-22022
OR-22020,Unnamed Waterfall,Marion County,Oregon,United States,44.77376,-122.3476,,,,https://www.worldwaterfalldatabase.com/waterfall/22020
OR-22021,Unnamed Waterfall,Marion County,Oregon,United States,44.77576,-122.34139,,,,https://www.worldwaterfalldatabase.com/waterfall/22021
OR-22019,Unnamed Waterfall,Linn County,Oregon,United States,44.69082,-122.26201,,,,https://www.worldwaterfalldatabase.com/waterfall/22019
OR-22018,Bruno Creek Falls,Linn County,Oregon,United States,44.63485,-121.97137,,Bruno Creek,,https://www.worldwaterfalldatabase.com/waterfall/Bruno-Creek-Falls-22018
OR-22017,Burris Creek Falls,Washington County,Oregon,United States,45.4153,-123.01811,,Burris Creek,,https://www.worldwaterfalldatabase.com/waterfall/Burris-Creek-Falls-22017
OR-25661,Unnamed Waterfall,Clackamas County,Oregon,United States,45.31677,-121.70957,,,,https://www.worldwaterfalldatabase.com/waterfall/25661
OR-25662,Upper Plympton Creek Falls,Clatsop County,Oregon,United States,46.10626,-123.40087,,Plympton Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Plympton-Creek-Falls-25662
OR-25663,Plympton Creek Falls,Clatsop County,Oregon,United States,46.12576,-123.39545,,Plympton Creek,,https://www.worldwaterfalldatabase.com/waterfall/Plympton-Creek-Falls-25663
OR-25664,Tire Creek Falls,Lane County,Oregon,United States,43.80025,-122.55056,,Tire Creek,,https://www.worldwaterfalldatabase.com/waterfall/Tire-Creek-Falls-25664
OR-25665,Tumbledown Falls,Lane County,Oregon,United States,43.61643,-122.24957,,,,https://www.worldwaterfalldatabase.com/waterfall/Tumbledown-Falls-25665
OR-25666,Upper East Idiot Creek Falls,Tillamook County,Oregon,United States,45.6394,-123.42856,,East Fork Idiot Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-East-Idiot-Creek-Falls-25666
OR-25667,Drift Creek Falls,Tillamook County,Oregon,United States,45.64487,-123.39383,,Drift Creek,,https://www.worldwaterfalldatabase.com/waterfall/Drift-Creek-Falls-25667
OR-25668,Middle Stafford Falls,Tillamook County,Oregon,United States,45.62351,-123.41406,,,,https://www.worldwaterfalldatabase.com/waterfall/Middle-Stafford-Falls-25668
OR-25669,Upper Stafford Falls,Tillamook County,Oregon,United States,45.62552,-123.41455,,,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Stafford-Falls-25669
OR-25670,Unnamed Waterfall,Marion County,Oregon,United States,44.76403,-121.83283,,,,https://www.worldwaterfalldatabase.com/waterfall/25670
OR-25671,Crack Falls,Clackamas County,Oregon,United States,45.0762,-121.97403,,Oak Grove Fork,,https://www.worldwaterfalldatabase.com/waterfall/Crack-Falls-25671
OR-25672,Little Sandy Falls,Clackamas County,Oregon,United States,45.40294,-122.04985,,Little Sandy River,,https://www.worldwaterfalldatabase.com/waterfall/Little-Sandy-Falls-25672
OR-25674,Little Frustration Falls,Clackamas County,Oregon,United States,45.24732,-121.89613,,,,https://www.worldwaterfalldatabase.com/waterfall/Little-Frustration-Falls-25674
OR-25677,Lower Gnat Creek Falls,Clatsop County,Oregon,United States,46.12215,-123.4847,,Gnat Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Gnat-Creek-Falls-25677
OR-25678,West Fork Yoncalla Falls,Yamhill County,Oregon,United States,45.16169,-123.65751,,West Fork Yoncalla Creek,,https://www.worldwaterfalldatabase.com/waterfall/West-Fork-Yoncalla-Falls-25678
OR-25679,Whale Cove Falls,Lincoln County,Oregon,United States,44.78832,-124.06726,,Deadhorse Creek,,https://www.worldwaterfalldatabase.com/waterfall/Whale-Cove-Falls-25679
OR-25680,Cherry Creek Falls,Klamath County,Oregon,United States,42.61075,-122.18517,,Cherry Creek,,https://www.worldwaterfalldatabase.com/waterfall/Cherry-Creek-Falls-25680
OR-25681,White Pine Lake Falls,Klamath County,Oregon,United States,42.6027,-122.18298,,,,https://www.worldwaterfalldatabase.com/waterfall/White-Pine-Lake-Falls-25681
OR-25682,Coethedral Falls,Clackamas County,Oregon,United States,45.06213,-122.10157,,,,https://www.worldwaterfalldatabase.com/waterfall/Coethedral-Falls-25682
OR-25683,Cache Lake Falls,Jefferson County,Oregon,United States,44.40074,-121.78128,,,,https://www.worldwaterfalldatabase.com/waterfall/Cache-Lake-Falls-25683
OR-25684,Lava Spring Falls,Jefferson County,Oregon,United States,44.6154,-121.76768,,,,https://www.worldwaterfalldatabase.com/waterfall/Lava-Spring-Falls-25684
OR-25685,Lower Milk Creek Falls,Jefferson County,Oregon,United States,44.67987,-121.73769,,Milk Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Milk-Creek-Falls-25685
OR-25686,Upper Milk Creek Falls,Jefferson County,Oregon,United States,44.67772,-121.75887,,Milk Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Milk-Creek-Falls-25686
OR-25687,Middle Milk Creek Falls,Jefferson County,Oregon,United States,44.67664,-121.75456,,Milk Creek,,https://www.worldwaterfalldatabase.com/waterfall/Middle-Milk-Creek-Falls-25687
OR-25688,Perham Falls,Hood River County,Oregon,United States,45.69179,-121.63771,,,,https://www.worldwaterfalldatabase.com/waterfall/Perham-Falls-25688
OR-25690,Smith Creek Falls,Lane County,Oregon,United States,44.06667,-122.19861,,Smith Creek,,https://www.worldwaterfalldatabase.com/waterfall/Smith-Creek-Falls-25690
OR-25691,Lower Smith Creek Falls,Lane County,Oregon,United States,44.06658,-122.20512,,Smith Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Smith-Creek-Falls-25691
OR-25692,Unnamed Waterfall,Linn County,Oregon,United States,44.66648,-121.82241,,Milk Creek,,https://www.worldwaterfalldatabase.com/waterfall/25692
OR-25693,Unnamed Waterfall,Linn County,Oregon,United States,44.66912,-121.81899,,Milk Creek,,https://www.worldwaterfalldatabase.com/waterfall/25693
OR-25694,Unnamed Waterfall,Linn County,Oregon,United States,44.6678,-121.8159,,,,https://www.worldwaterfalldatabase.com/waterfall/25694
OR-25695,Freya Falls,Marion County,Oregon,United States,44.78941,-121.87023,,,,https://www.worldwaterfalldatabase.com/waterfall/Freya-Falls-25695
OR-25696,Deadman Falls,Wallowa County,Oregon,United States,45.28838,-117.32051,,Deadman Creek,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Deadman-Falls-25696
OR-25697,Lower Deadman Falls,Wallowa County,Oregon,United States,45.28938,-117.31264,,Deadman Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Deadman-Falls-25697
OR-25698,Unnamed Waterfall,Clackamas County,Oregon,United States,44.91775,-122.25997,,,,https://www.worldwaterfalldatabase.com/waterfall/25698
OR-25699,Unnamed Waterfall,Clackamas County,Oregon,United States,44.91789,-122.2619,,,,https://www.worldwaterfalldatabase.com/waterfall/25699
OR-25700,Unnamed Waterfall,Clackamas County,Oregon,United States,44.9178,-122.26417,,,,https://www.worldwaterfalldatabase.com/waterfall/25700
OR-25701,Sophia Falls,Clackamas County,Oregon,United States,44.92322,-122.27675,,,,https://www.worldwaterfalldatabase.com/waterfall/Sophia-Falls-25701
OR-25702,Humbug Falls,Marion County,Oregon,United States,44.8052,-122.12674,,,,https://www.worldwaterfalldatabase.com/waterfall/Humbug-Falls-25702
OR-25703,Unnamed Waterfall,Lane County,Oregon,United States,43.686,-122.21,,Eagle Creek,,https://www.worldwaterfalldatabase.com/waterfall/25703
OR-25704,Salmon Creek Falls,Lane County,Oregon,United States,43.75465,-122.12643,,Salmon Creek,,https://www.worldwaterfalldatabase.com/waterfall/Salmon-Creek-Falls-25704
OR-25705,Unnamed Waterfall,Lane County,Oregon,United States,44.04277,-122.18701,,,,https://www.worldwaterfalldatabase.com/waterfall/25705
OR-25706,Unnamed Waterfall,Lane County,Oregon,United States,44.09996,-122.21252,,,,https://www.worldwaterfalldatabase.com/waterfall/25706
OR-25707,Unnamed Waterfall,Lane County,Oregon,United States,44.09615,-122.2435,,Annie Creek,,https://www.worldwaterfalldatabase.com/waterfall/25707
OR-25708,Unnamed Waterfall,Lane County,Oregon,United States,44.09685,-122.24511,,Annie Creek,,https://www.worldwaterfalldatabase.com/waterfall/25708
OR-25709,Unnamed Waterfall,Lane County,Oregon,United States,44.0972,-122.2479,,Annie Creek,,https://www.worldwaterfalldatabase.com/waterfall/25709
OR-25710,Unnamed Waterfall,Lane County,Oregon,United States,44.10406,-122.2505,,Basalt Creek,,https://www.worldwaterfalldatabase.com/waterfall/25710
OR-25711,Sixes Creek Falls,Linn County,Oregon,United States,44.52596,-122.27342,,Sixes Creek,,https://www.worldwaterfalldatabase.com/waterfall/Sixes-Creek-Falls-25711
OR-25712,Unnamed Waterfall,Jefferson County,Oregon,United States,44.64404,-121.77601,,,,https://www.worldwaterfalldatabase.com/waterfall/25712
OR-25713,Unnamed Waterfall,Malheur County,Oregon,United States,42.4746,-117.02797,,,,https://www.worldwaterfalldatabase.com/waterfall/25713
OR-25714,North Meacham Falls,Umatilla County,Oregon,United States,45.57454,-118.17743,,North Fork Meacham Creek,Steep Cascade,https://www.worldwaterfalldatabase.com/waterfall/North-Meacham-Falls-25714
OR-25715,Mulkey Creek Falls,Marion County,Oregon,United States,44.8112,-122.62453,,Mulkey Creek,,https://www.worldwaterfalldatabase.com/waterfall/Mulkey-Creek-Falls-25715
OR-25716,Unnamed Waterfall,Marion County,Oregon,United States,44.80421,-122.27015,,,,https://www.worldwaterfalldatabase.com/waterfall/25716
OR-25717,Unnamed Waterfall,Marion County,Oregon,United States,44.79942,-122.28023,,,,https://www.worldwaterfalldatabase.com/waterfall/25717
OR-25718,Unnamed Waterfall,Marion County,Oregon,United States,44.79746,-122.26638,,Elkhorn Creek,,https://www.worldwaterfalldatabase.com/waterfall/25718
OR-25719,Unnamed Waterfall,Marion County,Oregon,United States,44.7959,-122.26515,,Elkhorn Creek,,https://www.worldwaterfalldatabase.com/waterfall/25719
OR-25720,Big Creek Falls,Marion County,Oregon,United States,44.82259,-122.44046,,Big Creek,,https://www.worldwaterfalldatabase.com/waterfall/Big-Creek-Falls-25720
OR-25721,Unnamed Waterfall,Multnomah County,Oregon,United States,45.56008,-121.9433,,Tanner Creek,,https://www.worldwaterfalldatabase.com/waterfall/25721
OR-25722,Conley Creek Falls,Douglas County,Oregon,United States,43.35773,-122.95442,,Conley Creek,,https://www.worldwaterfalldatabase.com/waterfall/Conley-Creek-Falls-25722
OR-25723,Hurry Up Falls,Douglas County,Oregon,United States,43.44277,-122.88507,,,,https://www.worldwaterfalldatabase.com/waterfall/Hurry-Up-Falls-25723
OR-25724,Unnamed Waterfall,Douglas County,Oregon,United States,43.45542,-122.8772,,,,https://www.worldwaterfalldatabase.com/waterfall/25724
OR-25725,Lower Huckleberry Creek Falls,Douglas County,Oregon,United States,43.48686,-122.87263,,Huckleberry Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Huckleberry-Creek-Falls-25725
OR-25726,Northeast Fork Rock Creek Falls,Douglas County,Oregon,United States,43.50309,-122.89136,,,,https://www.worldwaterfalldatabase.com/waterfall/Northeast-Fork-Rock-Creek-Falls-25726
OR-25727,Middle Mountain Creek Falls,Douglas County,Oregon,United States,43.48862,-122.92627,,Middle Mountain Creek,,https://www.worldwaterfalldatabase.com/waterfall/Middle-Mountain-Creek-Falls-25727
OR-25728,Middle Wind Creek Falls,Clackamas County,Oregon,United States,45.29331,-121.84844,,Wind Creek,,https://www.worldwaterfalldatabase.com/waterfall/Middle-Wind-Creek-Falls-25728
OR-25729,Bluff Falls,Douglas County,Oregon,United States,43.48701,-122.85235,,Bluff Creek,,https://www.worldwaterfalldatabase.com/waterfall/Bluff-Falls-25729
OR-27588,Valkyrie Falls,Linn County,Oregon,United States,44.69111,-122.26611,Santiam River,,,https://www.worldwaterfalldatabase.com/waterfall/Valkyrie-Falls-27588
OR-27626,Scott Mountain Falls,Douglas County,Oregon,United States,43.07016,-123.82307,,,Tiered Horsetails,https://www.worldwaterfalldatabase.com/waterfall/Scott-Mountain-Falls-27626
OR-27627,Sandy Creek Falls,Douglas County,Oregon,United States,43.08202,-123.83836,,Sandy Creek,,https://www.worldwaterfalldatabase.com/waterfall/Sandy-Creek-Falls-27627
OR-28587,Unnamed Waterfall,Lane County,Oregon,United States,44.161,-121.927,,Proxy Creek,,https://www.worldwaterfalldatabase.com/waterfall/Unnamed-Waterfall-28587
OR-27788,Paradise Falls,Curry County,Oregon,United States,42.7019,-123.92878,,Paradise Creek,,https://www.worldwaterfalldatabase.com/waterfall/Paradise-Falls-27788
OR-27789,Crystal Falls,Curry County,Oregon,United States,42.65996,-123.99435,,,,https://www.worldwaterfalldatabase.com/waterfall/Crystal-Falls-27789
OR-27790,Palisade Falls,Multnomah County,Oregon,United States,45.54038,-122.24251,,,,https://www.worldwaterfalldatabase.com/waterfall/Palisade-Falls-27790
OR-27792,Unnamed Waterfall,Tillamook County,Oregon,United States,45.74204,-123.68245,,,,https://www.worldwaterfalldatabase.com/waterfall/27792
OR-27793,Unnamed Waterfall,Tillamook County,Oregon,United States,45.51156,-123.64862,,East Fork Zigzag Creek,,https://www.worldwaterfalldatabase.com/waterfall/27793
OR-27794,Unnamed Waterfall,Tillamook County,Oregon,United States,45.51058,-123.6508,,East Fork Zigzag Creek,,https://www.worldwaterfalldatabase.com/waterfall/27794
OR-27795,Unnamed Waterfall,Tillamook County,Oregon,United States,45.51253,-123.66806,,Zig Zag Creek,,https://www.worldwaterfalldatabase.com/waterfall/27795
