id,name,county,state,country,latitude,longitude,watershed,stream,form,wwd_url
CA-9,Yosemite Falls,Mariposa County,California,United States,37.75703,-119.59671,San Joaquin River,Yosemite Creek,Tiered Plunges,https://www.worldwaterfalldatabase.com/waterfall/Yosemite-Falls-9
CA-24,Sentinel Fall,Mariposa County,California,United States,37.72255,-119.59336,San Joaquin River,Sentinel Creek,Tiered Plunges,https://www.worldwaterfalldatabase.com/waterfall/Sentinel-Fall-24
CA-25,Snow Creek Falls,Mariposa County,California,United States,37.76426,-119.53531,San Joaquin River,Snow Creek,Tiered Horsetails,https://www.worldwaterfalldatabase.com/waterfall/Snow-Creek-Falls-25
CA-35,Wapama Falls,Tuolumne County,California,United States,37.967305,-119.765505,Tuolumne River,Falls Creek,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Wapama-Falls-35
CA-38,Ribbon Fall,Mariposa County,California,United States,37.73607,-119.6475,San Joaquin River,Ribbon Creek,Plunge,https://www.worldwaterfalldatabase.com/waterfall/Ribbon-Fall-38
CA-46,Widow's Tears,Mariposa County,California,United States,37.70554,-119.66552,,,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Widows-Tears-46
CA-65,Staircase Falls,Mariposa County,California,United States,37.734544,-119.578129,San Joaquin River,Gossamer Creek,Tiered Horsetails,https://www.worldwaterfalldatabase.com/waterfall/Staircase-Falls-65
CA-66,Royal Arch Cascade,Mariposa County,California,United States,37.74957,-119.57098,San Joaquin River,Royal Arch Creek,Veiling Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Royal-Arch-Cascade-66
CA-76,Tokopah Falls,Tulare County,California,United States,36.608816,-118.689597,,Marble Fork Kaweah River,Steep Tiered Cascades,https://www.worldwaterfalldatabase.com/waterfall/Tokopah-Falls-76
CA-81,Lehamite Falls,Mariposa County,California,United States,37.76267,-119.5788,San Joaquin River,Lehamite Creek,Steep Tiered Cascades,https://www.worldwaterfalldatabase.com/waterfall/Lehamite-Falls-81
CA-82,Silver Strand Falls,Mariposa County,California,United States,37.7044712,-119.669337,,Meadow Brook,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Silver-Strand-Falls-82
CA-89,Tueeulala Falls,Tuolumne County,California,United States,37.96407,-119.77275,,Falls Creek,Plunge,https://www.worldwaterfalldatabase.com/waterfall/Tueeulala-Falls-89
CA-90,Horsetail Falls,Mariposa County,California,United States,37.730894,-119.628212,,Unnamed,Plunge,https://www.worldwaterfalldatabase.com/waterfall/Horsetail-Falls-90
CA-157,Niagara Creek Falls,Tuolumne County,California,United States,38.3293768,-119.940661,,Niagara Creek,,https://www.worldwaterfalldatabase.com/waterfall/Niagara-Creek-Falls-157
CA-208,Chilnualna Falls,Mariposa County,California,United States,37.56334,-119.61716,,Chilnualna Creek,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Chilnualna-Falls-208
CA-233,Feather Falls,Butte County,California,United States,39.643239,-121.274364,,Fall River,Veiling Plunge,https://www.worldwaterfalldatabase.com/waterfall/Feather-Falls-233
CA-235,Bridalveil Fall,Mariposa County,California,United States,37.71677,-119.64655,San Joaquin River,Bridalveil Creek,Plunge,https://www.worldwaterfalldatabase.com/waterfall/Bridalveil-Falls-235
CA-22565,Olmsted Cascade,Mariposa County,California,United States,37.80783,-119.46982,,Tenaya Creek,,https://www.worldwaterfalldatabase.com/waterfall/Olmsted-Cascade-22565
CA-247,Grouse Falls,Placer County,California,United States,39.095397,-120.627738,,Grouse Creek,Tiered Horsetails,https://www.worldwaterfalldatabase.com/waterfall/Grouse-Falls-247
CA-254,Nevada Fall,Mariposa County,California,United States,37.72483,-119.53326,San Joaquin River,Merced River,Veiling Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Nevada-Falls-254
CA-273,Illilouette Fall,Mariposa County,California,United States,37.71394,-119.56125,San Joaquin River,Illilouette Creek,Vertical Curtain,https://www.worldwaterfalldatabase.com/waterfall/Illilouette-Falls-273
CA-289,Minaret Falls,Madera County,California,United States,37.6397452,-119.089334,,Minaret Creek,,https://www.worldwaterfalldatabase.com/waterfall/Minaret-Falls-289
CA-322,Big Falls,San Bernadino County,California,United States,34.0863617,-116.895478,,Falls Creek,Tiered Plunges,https://www.worldwaterfalldatabase.com/waterfall/Big-Falls-322
CA-325,"Cascades, The",Mariposa County,California,United States,37.727,-119.71319,San Joaquin River,Cascade Creek,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Cascades-The-325
CA-326,Chagoopa Falls,Tulare County,California,United States,36.469272,-118.415515,,Chagoopa Creek,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Chagoopa-Falls-326
CA-349,Cliff Creek Falls,Tulare County,California,United States,36.48638,-118.59204,,Cliff Creek,,https://www.worldwaterfalldatabase.com/waterfall/Cliff-Creek-Falls-349
CA-405,Horsetail Falls,Eldorado County,California,United States,38.830955,-120.123528,Sacramento River,Pyramid Creek,,https://www.worldwaterfalldatabase.com/waterfall/Horsetail-Falls-405
CA-441,Garlic Falls,Fresno County,California,United States,36.863147,-118.951819,,Garlic Meadow Creek,Tiered Plunges,https://www.worldwaterfalldatabase.com/waterfall/Garlic-Falls-441
CA-467,Tenaya Cascade,Mariposa County,California,United States,37.78574,-119.49584,,Tenaya Creek,,https://www.worldwaterfalldatabase.com/waterfall/Tenaya-Cascade-467
CA-475,Royce Falls,Fresno County,California,United States,37.301922,-118.756248,,Royce Creek,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Royce-Falls-475
CA-476,New York Canyon Falls,Placer County,California,United States,39.202134,-120.510323,,New York Canyon Creek,Plunge,https://www.worldwaterfalldatabase.com/waterfall/New-York-Canyon-Falls-476
CA-519,Waterwheel Falls,Tuolumne County,California,United States,37.927257,-119.458878,,Tuolumne River,,https://www.worldwaterfalldatabase.com/waterfall/Waterwheel-Falls-519
CA-547,Tufa Falls,Tulare County,California,United States,36.444365,-118.59687,,Spring Creek,,https://www.worldwaterfalldatabase.com/waterfall/Tufa-Falls-547
CA-587,Bonita Falls,San Bernadino County,California,United States,34.22975,-117.50518,,,Tiered Horsetails,https://www.worldwaterfalldatabase.com/waterfall/Bonita-Falls-587
CA-605,Rose Valley Falls,Ventura County,California,United States,34.52618,-119.17976,,Rose Valley Creek,Plunge,https://www.worldwaterfalldatabase.com/waterfall/Rose-Valley-Falls-605
CA-617,Ash Creek Falls,Siskiyou County,California,United States,41.4052566,-122.138106,,Ash Creek,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Ash-Creek-Falls-617
CA-677,Wildcat Falls,Mariposa County,California,United States,37.723557,-119.71704,San Joaquin River,Wildcat Creek,Tiered Horsetails,https://www.worldwaterfalldatabase.com/waterfall/Wildcat-Falls-677
CA-6352,Lower Tombstone Falls,Fresno County,California,United States,36.86805,-118.82855,,Tombstone Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Tombstone-Falls-6352
CA-6353,Silver Creek Falls,Fresno County,California,United States,36.88374,-118.79085,,Silver Creek,,https://www.worldwaterfalldatabase.com/waterfall/Silver-Creek-Falls-6353
CA-6354,Unnamed Waterfall,Fresno County,California,United States,36.88999,-118.77921,,,,https://www.worldwaterfalldatabase.com/waterfall/6354
CA-6355,Unnamed Waterfall,Fresno County,California,United States,36.89298,-118.78299,,,,https://www.worldwaterfalldatabase.com/waterfall/6355
CA-6356,Despair Falls,Fresno County,California,United States,36.90231,-118.76819,,,,https://www.worldwaterfalldatabase.com/waterfall/Despair-Falls-6356
CA-6357,Lost Canyon Falls,Fresno County,California,United States,36.93364,-118.71647,,Lost Canyon Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lost-Canyon-Falls-6357
CA-6358,White Divide Falls,Fresno County,California,United States,37.03423,-118.67998,,,,https://www.worldwaterfalldatabase.com/waterfall/White-Divide-Falls-6358
CA-6359,Upper Goddard Canyon Falls,Fresno County,California,United States,37.12792,-118.76234,,South Fork San Joaquin River,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Goddard-Canyon-Falls-6359
CA-6360,Goddard Canyon Falls,Fresno County,California,United States,37.1464,-118.77471,,South Fork San Joaquin River,,https://www.worldwaterfalldatabase.com/waterfall/Goddard-Canyon-Falls-6360
CA-6361,Middle Goddard Canyon Falls,Fresno County,California,United States,37.15857,-118.78463,,South Fork San Joaquin River,,https://www.worldwaterfalldatabase.com/waterfall/Middle-Goddard-Canyon-Falls-6361
CA-6362,Lower Goddard Canyon Falls,Fresno County,California,United States,37.17132,-118.78835,,South Fork San Joaquin River,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Goddard-Canyon-Falls-6362
CA-6363,Agnew Lake Falls,Mono County,California,United States,37.75094,-119.14008,,Rush Creek,,https://www.worldwaterfalldatabase.com/waterfall/Agnew-Lake-Falls-6363
CA-6364,Dagger Flat Canyon Falls,Los Angeles County,California,United States,34.36256,-118.34252,,,,https://www.worldwaterfalldatabase.com/waterfall/Dagger-Flat-Canyon-Falls-6364
CA-6365,Little Roaring Creek Falls,Shasta County,California,United States,40.90416,-121.94193,,Little Roaring Creek,,https://www.worldwaterfalldatabase.com/waterfall/Little-Roaring-Creek-Falls-6365
CA-6366,Lick Creek Falls,Shasta County,California,United States,40.84239,-121.94348,,Lick Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lick-Creek-Falls-6366
CA-6367,Hidden Falls,Placer County,California,United States,38.96629,-121.1769,,Deadman Creek,,https://www.worldwaterfalldatabase.com/waterfall/Hidden-Falls-6367
CA-6368,Manter Creek Falls,Tulare County,California,United States,35.85339,-118.21682,,Manter Creek,,https://www.worldwaterfalldatabase.com/waterfall/Manter-Creek-Falls-6368
CA-6369,Canyon Falls,Monterey County,California,United States,36.16299,-121.66496,,,,https://www.worldwaterfalldatabase.com/waterfall/Canyon-Falls-6369
CA-6370,South Fork Silver Creek Cascades,El Dorado County,California,United States,38.82465,-120.30678,,South Fork Silver Creek,,https://www.worldwaterfalldatabase.com/waterfall/South-Fork-Silver-Creek-Cascades-6370
CA-6371,Unnamed Waterfall,Madera County,California,United States,37.27504,-119.34268,,Rock Creek,,https://www.worldwaterfalldatabase.com/waterfall/6371
CA-6372,Rattlesnake Creek Falls,Nevada County,California,United States,39.31956,-120.54389,,Rattlesnake Creek,,https://www.worldwaterfalldatabase.com/waterfall/Rattlesnake-Creek-Falls-6372
CA-6373,Unnamed Waterfall,Tuolumne County,California,United States,37.88608,-119.91177,,Tuolumne River,,https://www.worldwaterfalldatabase.com/waterfall/6373
CA-6374,Cherry Bomb Falls,Tuolumne County,California,United States,38.08206,-119.86641,,Cherry Creek,,https://www.worldwaterfalldatabase.com/waterfall/Cherry-Bomb-Falls-6374
CA-6375,Upper Pfeiffer Falls,Monterey County,California,United States,36.25987,-121.77964,,Pfeiffer-Redwood Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Pfeiffer-Falls-6375
CA-6376,Big Kimshew Falls,Butte County,California,United States,39.93804,-121.44498,,Big Kimshew Creek,,https://www.worldwaterfalldatabase.com/waterfall/Big-Kimshew-Falls-6376
CA-6377,Kendrick Creek Falls,Tuolumne County,California,United States,38.08383,-119.73028,,Kendrick Creek,,https://www.worldwaterfalldatabase.com/waterfall/Kendrick-Creek-Falls-6377
CA-6378,Rush Creek Falls,Nevada County,California,United States,39.28931,-121.10497,,Rush Creek,,https://www.worldwaterfalldatabase.com/waterfall/Rush-Creek-Falls-6378
CA-6379,Mooney Flat Falls,Nevada County,California,United States,39.22372,-121.27516,,Deer Creek,,https://www.worldwaterfalldatabase.com/waterfall/Mooney-Flat-Falls-6379
CA-6380,Bartlett Creek Falls,Tuolumne County,California,United States,38.06052,-119.78147,,Bartlett Creek,,https://www.worldwaterfalldatabase.com/waterfall/Bartlett-Creek-Falls-6380
CA-6381,Upper Mud Creek Falls,Siskiyou County,California,United States,41.39224,-122.1881,,Mud Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Mud-Creek-Falls-6381
CA-6382,East Godwin Canyon Falls,Ventura County,California,United States,34.62042,-119.33612,,,,https://www.worldwaterfalldatabase.com/waterfall/East-Godwin-Canyon-Falls-6382
CA-6383,Morses Gulch Falls,Marin County,California,United States,37.92307,-122.66308,,,,https://www.worldwaterfalldatabase.com/waterfall/Morses-Gulch-Falls-6383
CA-6384,Crystal Creek Falls,Tulare County,California,United States,36.4378,-118.58691,,Crystal Creek,,https://www.worldwaterfalldatabase.com/waterfall/Crystal-Creek-Falls-6384
CA-6385,Unnamed Waterfall,Fresno County,California,United States,36.96204,-119.1321,,Dinkey Creek,,https://www.worldwaterfalldatabase.com/waterfall/6385
CA-6386,Upper Taylor Creek Falls,Tulare County,California,United States,35.82147,-118.25274,,Taylor Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Taylor-Creek-Falls-6386
CA-6387,Picket Creek Falls,Tulare County,California,United States,36.57152,-118.45062,,Picket Creek,,https://www.worldwaterfalldatabase.com/waterfall/Picket-Creek-Falls-6387
CA-6388,Devils Well,Napa County,California,United States,38.36317,-122.44243,,Redwood Creek,Tiered Horsetails,https://www.worldwaterfalldatabase.com/waterfall/Devils-Well-6388
CA-6389,Rancheria Falls,Tuolumne County,California,United States,37.95505,-119.71029,,Rancheria Creek,,https://www.worldwaterfalldatabase.com/waterfall/Rancheria-Falls-6389
CA-6390,Unnamed Waterfall,Tulare County,California,United States,36.02538,-118.74069,,Bond Creek,,https://www.worldwaterfalldatabase.com/waterfall/6390
CA-6391,West Fork Lion Canyon Falls,Ventura County,California,United States,34.52434,-119.14888,,,Steep Cascade,https://www.worldwaterfalldatabase.com/waterfall/West-Fork-Lion-Canyon-Falls-6391
CA-6392,Intake Spring Falls,Siskiyou County,California,United States,41.32137,-122.13047,,,,https://www.worldwaterfalldatabase.com/waterfall/Intake-Spring-Falls-6392
CA-6393,Little Hawaii Falls,Tehama County,California,United States,40.40123,-121.81191,,,,https://www.worldwaterfalldatabase.com/waterfall/Little-Hawaii-Falls-6393
CA-6394,Crystal Basin Falls,El Dorado County,California,United States,38.86668,-120.21528,,South Fork Silver Creek,,https://www.worldwaterfalldatabase.com/waterfall/Crystal-Basin-Falls-6394
CA-6395,Unnamed Waterfall,Tuolumne County,California,United States,37.90133,-119.41341,,Tuolumne River,,https://www.worldwaterfalldatabase.com/waterfall/6395
CA-6396,Butano Falls,San Mateo County,California,United States,37.24214,-122.3165,,Butano Creek,,https://www.worldwaterfalldatabase.com/waterfall/Butano-Falls-6396
CA-6397,Fireplace Creek Falls,Mariposa County,California,United States,37.72846,-119.68284,,Fireplace Creek,,https://www.worldwaterfalldatabase.com/waterfall/Fireplace-Creek-Falls-6397
CA-6398,Kuna Creek Falls,Tuolumne County,California,United States,37.79195,-119.25453,,Kuna Creek,,https://www.worldwaterfalldatabase.com/waterfall/Kuna-Creek-Falls-6398
CA-6399,Middle South Fork Tule River Falls,Tulare County,California,United States,36.07475,-118.64202,,South Fork Tule River,,https://www.worldwaterfalldatabase.com/waterfall/Middle-South-Fork-Tule-River-Falls-6399
CA-6400,Deer Cove Creek Falls,Fresno County,California,United States,36.80666,-118.72198,,Deer Cove Creek,,https://www.worldwaterfalldatabase.com/waterfall/Deer-Cove-Creek-Falls-6400
CA-6401,Eleanor Creek Falls,Tuolumne County,California,United States,37.99752,-119.83186,,Eleanor Creek,,https://www.worldwaterfalldatabase.com/waterfall/Eleanor-Creek-Falls-6401
CA-6402,Girard Creek Falls,El Dorado County,California,United States,38.72416,-120.2377,,Girard Creek,,https://www.worldwaterfalldatabase.com/waterfall/Girard-Creek-Falls-6402
CA-6403,Ponytail Falls,Siskiyou County,California,United States,41.93178,-123.12979,,,,https://www.worldwaterfalldatabase.com/waterfall/Ponytail-Falls-6403
CA-6404,Middle Fork Kaweah Falls,Tulare County,California,United States,36.51981,-118.76013,,Middle Fork Kaweah River,,https://www.worldwaterfalldatabase.com/waterfall/Middle-Fork-Kaweah-Falls-6404
CA-6405,Carson Falls,Marin County,California,United States,37.97,-122.6444,,Little Carson Creek,Tiered Plunges,https://www.worldwaterfalldatabase.com/waterfall/Carson-Falls-6405
CA-6406,Condor Gulch Cascades,San Benito County,California,United States,36.48512,-121.19248,,,Tiered Horsetails,https://www.worldwaterfalldatabase.com/waterfall/Condor-Gulch-Cascades-6406
CA-6407,Brushy Creek Falls,Yuba County,California,United States,39.56575,-121.0609,,Brushy Creek,,https://www.worldwaterfalldatabase.com/waterfall/Brushy-Creek-Falls-6407
CA-6408,Ellery Lake Falls,Mono County,California,United States,37.93667,-119.22979,Great Basin,Lee Vining Creek,Segmented Horsetails,https://www.worldwaterfalldatabase.com/waterfall/Ellery-Lake-Falls-6408
CA-6409,Upper Johnstown Creek Falls,El Dorado County,California,United States,38.80725,-120.8722,,Johnstown Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Johnstown-Creek-Falls-6409
CA-6410,Goldmine Falls,Inyo County,California,United States,37.23041,-118.6029,,North Fork Middle Fork Bishop Creek,,https://www.worldwaterfalldatabase.com/waterfall/Goldmine-Falls-6410
CA-6411,Silver Creek Falls,Napa County,California,United States,38.33621,-122.22951,,Silver Creek,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Silver-Creek-Falls-6411
CA-6412,Alger Creek Falls,Mono County,California,United States,37.77719,-119.15187,,Alger Creek,,https://www.worldwaterfalldatabase.com/waterfall/Alger-Creek-Falls-6412
CA-6413,Unnamed Waterfall,Tuolumne County,California,United States,37.92152,-119.44731,,Tuolumne River,,https://www.worldwaterfalldatabase.com/waterfall/6413
CA-6414,Bishop Creek Falls,Inyo County,California,United States,37.22255,-118.60504,,Middle Fork Bishop Creek,,https://www.worldwaterfalldatabase.com/waterfall/Bishop-Creek-Falls-6414
CA-6415,Misty Falls,Inyo County,California,United States,37.22787,-118.56382,,,,https://www.worldwaterfalldatabase.com/waterfall/Misty-Falls-6415
CA-6416,Earthquake Falls,Los Angeles County,California,United States,34.35403,-118.3828,,,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Earthquake-Falls-6416
CA-6417,Lower Canyon Creek Falls,Tehama County,California,United States,40.39923,-121.49525,,Canyon Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Canyon-Creek-Falls-6417
CA-6418,Upper Black Rock Falls,Santa Clara County,California,United States,37.08297,-121.80268,,,Steep Cascade,https://www.worldwaterfalldatabase.com/waterfall/Upper-Black-Rock-Falls-6418
CA-6419,Andrew Molera Falls,Monterey County,California,United States,36.28002,-121.82651,,,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Andrew-Molera-Falls-6419
CA-6420,Upper Piute Falls,Tuolumne County,California,United States,37.97367,-119.57655,,Piute Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Piute-Falls-6420
CA-6421,Lower Chilnualna Falls,Mariposa County,California,United States,37.55182,-119.63165,,Chilnualna Creek,Steep Tiered Cascades,https://www.worldwaterfalldatabase.com/waterfall/Lower-Chilnualna-Falls-6421
CA-6422,Middle Canyon Creek Falls,Trinity County,California,United States,40.9611,-123.02343,,Canyon Creek,,https://www.worldwaterfalldatabase.com/waterfall/Middle-Canyon-Creek-Falls-6422
CA-6423,Upper Canyon Creek Falls,Tehama County,California,United States,40.40807,-121.49365,,Canyon Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Canyon-Creek-Falls-6423
CA-6424,Upper Whitney Falls,Siskiyou County,California,United States,41.44444,-122.22818,,Whitney Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Whitney-Falls-6424
CA-6425,Grouse Creek Falls,Mariposa County,California,United States,37.68941,-119.72448,San Joaquin River,Grouse Creek,Tiered Horsetails,https://www.worldwaterfalldatabase.com/waterfall/Grouse-Creek-Falls-6425
CA-6426,Douglas Fir Creek Falls,Fresno County,California,United States,37.25471,-119.30269,,Douglas Fir Creek,,https://www.worldwaterfalldatabase.com/waterfall/Douglas-Fir-Creek-Falls-6426
CA-6427,Great Eastern Ravine Falls,Sierra County,California,United States,39.57073,-120.57688,,,,https://www.worldwaterfalldatabase.com/waterfall/Great-Eastern-Ravine-Falls-6427
CA-6428,Trail Canyon Falls,Los Angeles County,California,United States,34.32043,-118.25551,,Trail Canyon Creek,Plunge,https://www.worldwaterfalldatabase.com/waterfall/Trail-Canyon-Falls-6428
CA-6429,Cascade Creek Falls,Mariposa County,California,United States,37.7548,-119.69527,,Cascade Creek,,https://www.worldwaterfalldatabase.com/waterfall/Cascade-Creek-Falls-6429
CA-6430,Vernal Fall,Mariposa County,California,United States,37.72752,-119.54373,San Joaquin River,Merced River,Vertical Curtain,https://www.worldwaterfalldatabase.com/waterfall/Vernal-Fall-6430
CA-6431,Paradise Canyon Falls,Placer County,California,United States,38.96384,-120.92159,,Todd Creek,,https://www.worldwaterfalldatabase.com/waterfall/Paradise-Canyon-Falls-6431
CA-6432,Three Sisters Falls,San Diego County,California,United States,32.97079,-116.68868,,Boulder Creek,Steep Tiered Cascades,https://www.worldwaterfalldatabase.com/waterfall/Three-Sisters-Falls-6432
CA-22566,Pywiack Dome Cascade,Mariposa County,California,United States,37.84488,-119.43993,,Tenaya Creek,,https://www.worldwaterfalldatabase.com/waterfall/Pywiack-Dome-Cascade-22566
CA-6434,South Branch Grouse Creek Falls,Placer County,California,United States,39.09268,-120.62523,,South Branch Grouse Creek,,https://www.worldwaterfalldatabase.com/waterfall/South-Branch-Grouse-Creek-Falls-6434
CA-6435,Barker Valley Falls,San Diego County,California,United States,33.32635,-116.80612,,West Fork San Luis Rey River,Tiered Horsetails,https://www.worldwaterfalldatabase.com/waterfall/Barker-Valley-Falls-6435
CA-6436,Jawbone Falls,Tuolumne County,California,United States,38.00817,-119.97166,,Jawbone Creek,,https://www.worldwaterfalldatabase.com/waterfall/Jawbone-Falls-6436
CA-6437,Redrock Creek Falls,Ventura County,California,United States,34.53638,-118.90848,,Redrock Creek,,https://www.worldwaterfalldatabase.com/waterfall/Redrock-Creek-Falls-6437
CA-6438,Wildcat Canyon Falls,Placer County,California,United States,39.2006,-120.46323,,,,https://www.worldwaterfalldatabase.com/waterfall/Wildcat-Canyon-Falls-6438
CA-6439,Hamilton Falls,Tulare County,California,United States,36.56538,-118.58697,,Hamilton Creek,,https://www.worldwaterfalldatabase.com/waterfall/Hamilton-Creek-Falls-6439
CA-6440,Solstice Canyon Falls,Los Angeles County,California,United States,34.05024,-118.75327,,,Steep Cascade,https://www.worldwaterfalldatabase.com/waterfall/Solstice-Canyon-Falls-6440
CA-6441,Codfish Falls,Placer County,California,United States,38.99718,-120.95554,,Codfish Creek,,https://www.worldwaterfalldatabase.com/waterfall/Codfish-Falls-6441
CA-6442,Conness Lakes Falls,Mono County,California,United States,37.98066,-119.30069,,Lee Vining Creek,,https://www.worldwaterfalldatabase.com/waterfall/Conness-Lakes-Falls-6442
CA-6443,Aspen Falls,Mono County,California,United States,37.94019,-119.19015,,Lee Vining Creek,,https://www.worldwaterfalldatabase.com/waterfall/Aspen-Falls-6443
CA-6444,Unnamed Waterfall,Madera County,California,United States,37.67636,-119.23189,,North Fork San Joaquin River,,https://www.worldwaterfalldatabase.com/waterfall/6444
CA-6445,Lower Ritter Lakes Falls,Madera County,California,United States,37.69297,-119.22356,,,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Ritter-Lakes-Falls-6445
CA-6446,Unnamed Waterfall,Fresno County,California,United States,37.27362,-119.31498,,Aspen Creek,,https://www.worldwaterfalldatabase.com/waterfall/6446
CA-6447,Triple Drop,Butte County,California,United States,39.90441,-121.48889,,Big Kimshew Creek,,https://www.worldwaterfalldatabase.com/waterfall/Triple-Drop-6447
CA-6448,Red Rock Falls,San Bernadino County,California,United States,34.6596,-114.47705,,,,https://www.worldwaterfalldatabase.com/waterfall/Red-Rock-Falls-6448
CA-6449,Fish Canyon Falls,Los Angeles County,California,United States,34.18111,-117.9257,,,Tiered Horsetails,https://www.worldwaterfalldatabase.com/waterfall/Fish-Canyon-Falls-6449
CA-6450,Pitman Creek Falls,Fresno County,California,United States,37.2028,-119.22656,,Pitman Creek,,https://www.worldwaterfalldatabase.com/waterfall/Pitman-Creek-Falls-6450
CA-6451,Saucer Branch Falls,Los Angeles County,California,United States,34.22176,-118.13756,,,Steep Cascade,https://www.worldwaterfalldatabase.com/waterfall/Saucer-Branch-Falls-6451
CA-6452,Santa Ynez Canyon Falls,Los Angeles County,California,United States,34.09178,-118.56876,,,,https://www.worldwaterfalldatabase.com/waterfall/Santa-Ynez-Canyon-Falls-6452
CA-6453,Swift Creek Falls,Trinity County,California,United States,40.98119,-122.81319,,Swift Creek,,https://www.worldwaterfalldatabase.com/waterfall/Swift-Creek-Falls-6453
CA-6454,Ventana Mesa Creek Falls,Monterey County,California,United States,36.31465,-121.68286,,Ventana Mesa Creek,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/Ventana-Mesa-Creek-Falls-6454
CA-6455,Bear Canyon Falls,Imperial County,California,United States,33.01594,-114.67081,,,,https://www.worldwaterfalldatabase.com/waterfall/Bear-Canyon-Falls-6455
CA-6456,Dinkey Creek Falls,Fresno County,California,United States,36.96997,-119.12044,,Dinkey Creek,Steep Sliding Cascade,https://www.worldwaterfalldatabase.com/waterfall/Dinkey-Creek-Falls-6456
CA-6457,Register Creek Falls,Tuolumne County,California,United States,37.93999,-119.53267,,Register Creek,,https://www.worldwaterfalldatabase.com/waterfall/Register-Creek-Falls-6457
CA-6458,Upper Canyon Lakes Falls,Trinity County,California,United States,40.97469,-123.0353,,Canyon Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Canyon-Lakes-Falls-6458
CA-6460,Moss Grotto Falls,Los Angeles County,California,United States,34.2075,-118.1164,,,,https://www.worldwaterfalldatabase.com/waterfall/Moss-Grotto-Falls-6460
CA-6461,Alpine Creek Falls,Fresno County,California,United States,36.9506,-118.69672,,Alpine Creek,,https://www.worldwaterfalldatabase.com/waterfall/Alpine-Creek-Falls-6461
CA-6462,Curtain Falls,Butte County,California,United States,39.66307,-121.3043,,Middle Fork Feather River,,https://www.worldwaterfalldatabase.com/waterfall/Curtain-Falls-6462
CA-6463,Parker Creek Falls,Mono County,California,United States,37.82748,-119.18614,,Parker Creek,,https://www.worldwaterfalldatabase.com/waterfall/Parker-Creek-Falls-6463
CA-6464,Unnamed Waterfall,Fresno County,California,United States,36.96287,-119.12899,,Dinkey Creek,,https://www.worldwaterfalldatabase.com/waterfall/6464
CA-6465,Upper Jackass Falls,Madera County,California,United States,37.43506,-119.29778,,Jackass Creek,,https://www.worldwaterfalldatabase.com/waterfall/Upper-Jackass-Falls-6465
CA-6466,Lower Dinkey Creek Falls,Fresno County,California,United States,36.9636,-119.13143,,Dinkey Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Dinkey-Creek-Falls-6466
CA-6467,Lower Alder Creek Falls,Mariposa County,California,United States,37.57748,-119.6944,,Alder Creek,,https://www.worldwaterfalldatabase.com/waterfall/Lower-Alder-Creek-Falls-6467
CA-6468,Unnamed Waterfall,Fresno County,California,United States,36.95959,-119.13752,,Dinkey Creek,,https://www.worldwaterfalldatabase.com/waterfall/6468
CA-6469,Bubbs Creek Falls,Fresno County,California,United States,36.75321,-118.43548,,Bubbs Creek,,https://www.worldwaterfalldatabase.com/waterfall/Bubbs-Creek-Falls-6469
CA-6470,Big Valley Canyon Falls,Placer County,California,United States,39.22469,-120.55696,,,,https://www.worldwaterfalldatabase.com/waterfall/Big-Valley-Canyon-Falls-6470
CA-6471,North Lockwood Creek Falls,Ventura County,California,United States,34.77224,-119.1579,,North Fork Lockwood Creek,Horsetail,https://www.worldwaterfalldatabase.com/waterfall/North-Lockwood-Creek-Falls-6471
CA-6472,Federal Falls,Sierra County,California,United States,39.58641,-120.80642,,Pauley Creek,,https://www.worldwaterfalldatabase.com/waterfall/Federal-Falls-6472
